BookName,Title,Author,ImageBook,CategoryId,ISBN,PublishedDate
"Building Maintainable Software, Java Edition","Building Maintainable Software, Java Edition","Joost Visser, Sylvan Rigal, Rob van der Leek, Pascal van Eck, Gijs Wijnholds",http://books.google.com/books/content?id=jsV4CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781491953495,2016-01-28
Software Verification,Software Verification,"Maria Christakis, Nadia Polikarpova, Parasara Sridhar Duggirala, Peter Schrammel",http://books.google.com/books/content?id=SwYNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9783030636180,2020-12-05
Mastering Unity Game Development with C#,Mastering Unity Game Development with C#,Mohamed Essam,http://books.google.com/books/content?id=r5gNEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781835465943,2024-07-05
Mastering PHP,Mastering PHP,Cybellium,http://books.google.com/books/content?id=NHbVEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9798859157440,2023-09-06
Beginning Portable Shell Scripting,Beginning Portable Shell Scripting,Peter Seebach,http://books.google.com/books/content?id=53zaxy423xcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781430210436,2008-11-21
Miscellaneous Publication,Miscellaneous Publication,,http://books.google.com/books/content?id=N-0jAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Agriculture,,1927
Code like a Pro in C#,Code like a Pro in C#,Jort Rodenburg,http://books.google.com/books/content?id=ohg5EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781638356417,2021-08-24
Pro HTML5 Games,Pro HTML5 Games,Aditya Ravi Shankar,http://books.google.com/books/content?id=ns04DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781484229101,2017-10-05
Leading Lean Software Development,Leading Lean Software Development,"Mary Poppendieck, Tom Poppendieck",http://books.google.com/books/content?id=HJ_D-dVvaFgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780321699657,2009-10-21
Python Made Easy: A Simple Guide for Everyone,Python Made Easy: A Simple Guide for Everyone,M.B. Chatfield,http://books.google.com/books/content?id=yGH6EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,
List of Proprietary Substances and Nonfood Compounds Authorized for Use Under USDA Inspection and Grading Programs,List of Proprietary Substances and Nonfood Compounds Authorized for Use Under USDA Inspection and Grading Programs,,http://books.google.com/books/content?id=rf89AAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Chemicals,,1986
Magento 2 Development Cookbook,Magento 2 Development Cookbook,Bart Delvaux,http://books.google.com/books/content?id=fT7lCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781785889141,2015-12-28
Refactoring with C++,Refactoring with C++,Dmitry Danilov,http://books.google.com/books/content?id=nYcREQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781837639410,2024-07-19
Customer Culture,Customer Culture,Michael D. Basch,http://books.google.com/books/content?id=pQz131RxyzkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Business & Economics,9780130353313,2002
Scala Test-Driven Development,Scala Test-Driven Development,Gaurav Sood,http://books.google.com/books/content?id=cZjcDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781786463029,2016-10-27
Building Android Projects with Kotlin,Building Android Projects with Kotlin,Pankaj Kumar,http://books.google.com/books/content?id=MTOKEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9789355510822,2022-09-08
The Road to Java Mastery,The Road to Java Mastery,Pasquale De Marco,http://books.google.com/books/content?id=TspUEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Technology & Engineering,,2025-04-10
C# Interview Guide,C# Interview Guide,Konstantin Semenenko,http://books.google.com/books/content?id=_tTzEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781805123583,2024-03-08
Visual Basic for Electronics Engineering Applications,Visual Basic for Electronics Engineering Applications,Vincent Himpe,http://books.google.com/books/content?id=tXlPznNdb4cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,0905705688,2006
Java Coding Interview,Java Coding Interview,Moises Gamio,http://books.google.com/books/content?id=_VUcEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,
Analyzing Neural Time Series Data,Analyzing Neural Time Series Data,Mike X Cohen,http://books.google.com/books/content?id=rDKkAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Psychology,9780262319560,2014-01-17
Swift Protocol-Oriented Programming,Swift Protocol-Oriented Programming,Jon Hoffman,http://books.google.com/books/content?id=GQSgDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781789343670,2019-06-28
Swift 4 Protocol-Oriented Programming,Swift 4 Protocol-Oriented Programming,Jon Hoffman,http://books.google.com/books/content?id=9xhKDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781788473828,2017-10-06
Implementing Domain-Specific Languages with Xtext and Xtend,Implementing Domain-Specific Languages with Xtext and Xtend,Lorenzo Bettini,http://books.google.com/books/content?id=NkrWDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781786463272,2016-08-31
Advanced Cellular Network Planning and Optimisation,Advanced Cellular Network Planning and Optimisation,Ajay R. Mishra,http://books.google.com/books/content?id=Y-91Z3y-gokC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Technology & Engineering,9780470057636,2007-01-11
Agile Application Security,Agile Application Security,"Laura Bell, Michael Brunton-Spall, Rich Smith, Jim Bird",http://books.google.com/books/content?id=Ico0DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781491938799,2017-09-08
Python Programming for Beginners: A Comprehensive Introduction,Python Programming for Beginners: A Comprehensive Introduction,Michael Roberts,http://books.google.com/books/content?id=AG8PEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,
Learning Game Architecture with Unity,Learning Game Architecture with Unity,Niraj Vishwakarma,http://books.google.com/books/content?id=MkJTEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9789365898415,2025-04-28
Engineering MLOps,Engineering MLOps,Emmanuel Raj,http://books.google.com/books/content?id=oH8qEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781800566323,2021-04-19
How to Start a Software Development Business,How to Start a Software Development Business,AS,http://books.google.com/books/content?id=grkSEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Business & Economics,,2024-08-01
Agile Software Development,Agile Software Development,Peter Wlodarczak,http://books.google.com/books/content?id=MhTiEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781003802433,2023-12-08
"Computing, Communication and Learning","Computing, Communication and Learning","Sanjaya Kumar Panda, Rashmi Ranjan Rout, Manjubala Bisi, Ravi Chandra Sadam, Kuan-Ching Li, Vincenzo Piuri",http://books.google.com/books/content?id=QDz-EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9783031569982,2024-03-30
The Assembler's Odyssey,The Assembler's Odyssey,Pasquale De Marco,http://books.google.com/books/content?id=7a9HEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,,
CompTIA DataX Study Guide,CompTIA DataX Study Guide,Fred Nwanganga,http://books.google.com/books/content?id=fyUVEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9781394238996,2024-07-19
Rework,Rework,Fried Jason,,,6045876660,2018-05
Clean Craftsmanship,Clean Craftsmanship,Robert C. Martin,http://books.google.com/books/content?id=qtnPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Computers,9780136915836,2021-09-16
"Executive Documents, Minnesota ...","Executive Documents, Minnesota ...",Minnesota,http://books.google.com/books/content?id=mPZBAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1907
Quarterly Journal - University of North Dakota,Quarterly Journal - University of North Dakota,University of North Dakota,http://books.google.com/books/content?id=aY46AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1918
The Quarterly Journal - University of North Dakota,The Quarterly Journal - University of North Dakota,University of North Dakota,http://books.google.com/books/content?id=Q8_OAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1918
Is Your Soul Progressing?,Is Your Soul Progressing?,Nadage Dorée,http://books.google.com/books/content?id=tGkXAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1908
H.O. Pub,H.O. Pub,United States. Hydrographic Office,http://books.google.com/books/content?id=U4k9AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1901
With Walt Whitman in Camden,With Walt Whitman in Camden,Horace Traubel,http://books.google.com/books/content?id=AJdEiUTrtLYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1914
"With Walt Whitman in Camden: Nov. 1, 1888 to Jan. 20, 1889","With Walt Whitman in Camden: Nov. 1, 1888 to Jan. 20, 1889",Horace Traubel,http://books.google.com/books/content?id=iuXrxmLXph8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1914
With Walt Whitman in Camden,With Walt Whitman in Camden,Horace Traubel,http://books.google.com/books/content?id=AJdEiUTrtLYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1914
Yellowstone and the Snowmobile,Yellowstone and the Snowmobile,Michael J. Yochim,http://books.google.com/books/content?id=1ZfuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,History,,2009
The Quarterly Journal of the University of North Dakota,The Quarterly Journal of the University of North Dakota,,http://books.google.com/books/content?id=NMeZdSGgMcEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1916
Annual Report of the Ohio Dairy and Food Commissioner ...,Annual Report of the Ohio Dairy and Food Commissioner ...,Ohio. Dairy and Food Commissioner,http://books.google.com/books/content?id=KrNGGdW3nkUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Dairying,,1915
Annual Report of the Ohio Dairy and Food Commissioner,Annual Report of the Ohio Dairy and Food Commissioner,Ohio. Dairy and Food Dept,http://books.google.com/books/content?id=xqomAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1915
New York Produce Review and American Creamery,New York Produce Review and American Creamery,,http://books.google.com/books/content?id=RzhCAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Dairy products,,1913
The Caxton,The Caxton,,http://books.google.com/books/content?id=ZRpwsEji9_cC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1910
The Psychological Clinic,The Psychological Clinic,Lightner Witmer,http://books.google.com/books/content?id=J55QAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Exceptional children,,1918
"Mary Slessor of Calabar, Pioneer Missionary","Mary Slessor of Calabar, Pioneer Missionary",William Pringle Livingstone,http://books.google.com/books/content?id=Y1Y4AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Missions,,1917
The Psychological Clinic,The Psychological Clinic,,http://books.google.com/books/content?id=Ot8PAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Child development,,1918
Mary Slessor of Calabar,Mary Slessor of Calabar,William Pringle Livingstone,http://books.google.com/books/content?id=cPsehRtdj_YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Biography,,1915
"Executive Documents, Annual Reports","Executive Documents, Annual Reports",Ohio,http://books.google.com/books/content?id=rmtOAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Ohio,,1915
The Accountant's Magazine,The Accountant's Magazine,,http://books.google.com/books/content?id=FzUaAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Accounting,,1908
Biennial Report,Biennial Report,Minnesota. Dairy and Food Dept,http://books.google.com/books/content?id=ajEeAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,,,1907
Ice Cream Trade Journal,Ice Cream Trade Journal,,http://books.google.com/books/content?id=mjNPAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Ice cream industry,,1913
Rough Notes,Rough Notes,,http://books.google.com/books/content?id=m51MetCMmWkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Insurance,,1902
The Manufacture of Ice Creams and Ices,The Manufacture of Ice Creams and Ices,"Julius Herman Frandsen, E. A. Markham",http://books.google.com/books/content?id=zP0YAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Ice,,1916
GICS II User's Manual,GICS II User's Manual,Computer Sciences Corporation,http://books.google.com/books/content?id=XkzRZMBldOwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Grants-in-aid,,1978
"Shepard's Acts and Cases by Popular Names, Federal and State","Shepard's Acts and Cases by Popular Names, Federal and State",,http://books.google.com/books/content?id=NsIZAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Annotations and citations (Law),,1999
Proceedings of the CMG XIII International Conference,Proceedings of the CMG XIII International Conference,Computer Measurement Group,http://books.google.com/books/content?id=TugRAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computers,,1982
Chicago Dairy Produce,Chicago Dairy Produce,,http://books.google.com/books/content?id=5EI6AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Dairying,,1913
Datamation,Datamation,,http://books.google.com/books/content?id=3e9IAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Automation,,1993
Journal of the American Society of Heating and Ventilating Engineers,Journal of the American Society of Heating and Ventilating Engineers,American Society of Heating and Ventilating Engineers,http://books.google.com/books/content?id=-QrOAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Air conditioning,,1919
Data Management,Data Management,,http://books.google.com/books/content?id=o2dUAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Business,,1980
Dreamweaver? and Flash Bible,Dreamweaver? and Flash Bible,"Joseph Lowery, Robert Reinhardt, Jon Warren Lentz",http://books.google.com/books/content?id=vgbxJ4nXMKsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computers,0764548646,2001-07-15
The Book of Ice-cream,The Book of Ice-cream,Walter Warner Fisk,http://books.google.com/books/content?id=5d8qAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Ice,,1919
MacTutor,MacTutor,,http://books.google.com/books/content?id=CHpQAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Macintosh (Computer),,1991-07
Programming Techniques,Programming Techniques,,http://books.google.com/books/content?id=IIFQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Computer programming,,1978
California Fruit News,California Fruit News,,http://books.google.com/books/content?id=snlRAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fruit trade,,1912
Clean Code,Clean Code,Elijah Lewis,http://books.google.com/books/content?id=aIPYzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,9798668912292,2020-07-23
RIA Federal Tax Handbook,RIA Federal Tax Handbook,,http://books.google.com/books/content?id=_x5FAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Income tax,,2005
"California Fruit Grower (San Francisco, Calif.)","California Fruit Grower (San Francisco, Calif.)",,http://books.google.com/books/content?id=5qcLKBBlXtYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Fruit trade,,1913
International Milk Dealer,International Milk Dealer,,http://books.google.com/books/content?id=3U-0vJkmpl4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Milk plants,,1914
The Congregationalist,The Congregationalist,,http://books.google.com/books/content?id=GHM0AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Boston (Mass. ),,1913
"Chilton's Guide to Emission Diagnosis, Tune-up and Vacuum Diagrams, 1984-87 [i.e. 86] Domestic Cars","Chilton's Guide to Emission Diagnosis, Tune-up and Vacuum Diagrams, 1984-87 [i.e. 86] Domestic Cars",Chilton Book Company,http://books.google.com/books/content?id=R5bfkK77YzQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Technology & Engineering,0801977568,1987
